id,text 
1624554153954484224,"b'#Oslo #Majorstuen En mann knuste en rute eller lignende p\xc3\xa5 et utested, s\xc3\xa5 han ble bortvist fra stedet. Det ble for mye \xc3\xa5 overholde for ham, s\xc3\xa5 n\xc3\xa5 blir han innbrakt til arresten.'"
1624549895536316417,b'@peterlutken @corneliselander @Absentidei Her er et bilde av Fridtjof Nansens plass p\xc3\xa5 en l\xc3\xb8rdag klokken 12. For noen \xc3\xa5r tilbake var det det travleste tidspunktet for butikkene i Oslo.https://t.co/1B2RZkfkXQ'
1624549885314838529,"b'E18 p\xc3\xa5kj\xc3\xb8ringsveg fra [4] Havnelageret, #Operatunnelen i Oslo, retning mot Alnabru: \xc3\x85pen for trafikk.'"
1624549641147621379,b'#Oslo ser deg. #Norge f\xc3\xb8lger med. https://t.co/OPf3RXw9iU'
1624548710993600512,"b'VTSost: E18 p\xc3\xa5kj\xc3\xb8ringsveg fra [4] Havnelageret, #Operatunnelen i Oslo, retning mot Alnabru: Stengt pga personbil med stans.'"
1624548655762927618,b'@GeirSt0rli @eivindtraedal @TOIforsk Fridtjof Nansens Plass er da et langt bedre trase-valg enn R\xc3\xa5dhusplassen. Forst\xc3\xa5r ikke helt hvordan du kan finne p\xc3\xa5 \xc3\xa5 foresl\xc3\xa5 R\xc3\xa5dhusplassen. Dere i MDG er kanskje ikke s\xc3\xa5 kjent med hvordan Oslo henger sammen\xe2\x80\xa6?\xf0\x9f\x98\x89'
1624545783809818627,"b'@Sidemen Oslo, Norway \xf0\x9f\x87\xb3\xf0\x9f\x87\xb4\xf0\x9f\x87\xb3\xf0\x9f\x87\xb4'"
1624544563804180482,"b'Utenom skreifest p\xc3\xa5 #kysthotelletR\xc3\xb8rvik , beste skreim\xc3\xa5ltid ever p\xc3\xa5 #Lorry Oslo. https://t.co/lRjga7j5us'"
1624543415533805571,b'@trudemy @EspenBarthEide @WWFNorge @MVarteressian @TrulsGulowsen @SofieMarhaug @OlineBirgit @olaelvestuen @KristofferHaug @MathildeTG @TerjeHalleland @Naturvern @Karoline_Andaur #Oslo overv\xc3\xa5ker. #Norge f\xc3\xb8lger med.'
1624543316304879619,b'Norwegian Fire Department Incidents 2023-02-11: 270Oslo brann- og redningsetat: 46Bergen brannvesen: 3Rogaland brann og redning IKS: 12Top three incidents: ABA matlaging: 30 Avbrutt utrykning alarm: 22 Helseoppdrag annet: 20'
1624542965942337537,b'@SondreLerche Time to visit Oslo!'
1624540730529140739,b'@Heinevik @TrondAril Jeg var p\xc3\xa5 Lukas Graham i Oslo p\xc3\xa5 tirsdag ogs\xc3\xa5. Opplevelsene kan faktisk ikke sammenlignes.I Oslo var det en musikalsk opplevelse.I Stavanger var det et vors.'
1624540189786791937,b'Kniv vold igjen i Oslo. https://t.co/TQLGQ5eshI'
1624540030059397124,"b'E18 p\xc3\xa5kj\xc3\xb8ringsveg fra [4] Havnelageret, #Operatunnelen i Oslo, retning mot Alnabru: Stengt pga personbil med stans.'"
1624539966909870089,"b'@arnulfk @curtrice @Braanen @Klassekampen Han provoserer fordi kan, fordi han er en stusselig mislykka fyr. Jeg mener, at det g\xc3\xa5r ann! Og han kalte studentene i Oslo pubertale? @Senterpartiet'"
1624539595630149632,"b'@jespermathisen @LMGimse Kun ein time med tog fr\xc3\xa5 Paris, s\xc3\xa5 tippar han nekta \xc3\xa5 ha p\xc3\xa5 seg merch fr\xc3\xa5 ein lokalrival. Litt som \xc3\xa5 signere for Godset if\xc3\xb8rt Oslo-tskjorte.'"
1624538667309039617,"b'Skulle gjerne kommet meg vekk fra denne byen ,men gar dessverre ingen andre plasser \xc3\xa5 bo\xf0\x9f\xa5\xb9 kunne selvsagt flytta til Oslo ring 2 \xc3\xa5 blitt tigger og rusmisbruker,men blir veldig ensomt og treng jo tilrettelagt da'"
1624538605363380224,b'@MortenKilling @GlimtiSteigen @EirikNH Hele Oslo er uenig\xf0\x9f\xa4\x9d\xf0\x9f\x8f\xbc'
1624537872870113280,"b'@JonLaake @Arbeiderpartiet @ingvildkjerkol @jonasgahrstore 10% av alle nyf\xc3\xb8dte trenger en eller annen form for hjelp, 4% maske-bag ventilering.. h\xc3\xa5per ambulansetjenesten i Oslo ruster seg for nyf\xc3\xb8dt resuscitering, transport av d\xc3\xa5rlige nyf\xc3\xb8dte og m\xc3\xb8dre som bl\xc3\xb8r store volum. Vi vet jo det skjer og kommer til \xc3\xa5 skje.'"
1624536978694848513,"b'@TorfinnJohansen @kiheger Striden skjer i @Arbeiderpartiet Ikkje i domstolaneAlltid like kjekt n\xc3\xa5r lokallagsleiar i #nidaros,er heime igjen,i #oslo'"
1624536422496587776,b'@KilstiHals Dette er enkel matematikk. #Oslo #Norge'
1624536090223804416,b'@Sandrabutoyi Interessant. #Oslo tar en sjekk. #Norge l\xc3\xa6rer.'
1624534533864407041,b'#Oslo i arbeid. #Norge p\xc3\xa5 alvor. https://t.co/inuNWitnWp'
1624531878727254016,"b'@LewisCapaldi Skj\xc3\xb8nne koffor folk reise te Oslo for \xc3\xa5 oppleva deg live, sykt morsom kis\xe2\x80\xa6'"
1624531196284751872,"b'Vi er flittige og kjappe til \xc3\xa5 kritisere @Arbeiderpartiet n\xc3\xa5r representanter fra Tr\xc3\xb8ndelag, Nordland eller M\xc3\xb8re taler kunnskap rett imot, og snakker om sin utdaterte holdning i rusdebatten.Og s\xc3\xa5 har vi AP i Bergen og Oslo som gir h\xc3\xa5p. \xf0\x9f\x91\x8d\xf0\x9f\x91\x8d\xf0\x9f\x91\x8d https://t.co/J1DDEJN3IH'"
1624527344965763073,b'@ArnesVegard Jeg fors\xc3\xb8ker \xc3\xa5 handle minst mulig hos dagligvarekjedene. Her i Oslo finnes det mange sm\xc3\xa5 fruktbutikker som ogs\xc3\xa5 har en del dagligvarer. Synes vi b\xc3\xb8r st\xc3\xb8tte dem heller.'
1624527061963382784,b'#Oslo er #Norge rundt. Fiks gata.'
1624526654713344000,"b'@Essensielt_no @MyrvoldUlf Det er veldig lett \xc3\xa5 v\xc3\xa6re for vindm\xc3\xb8ller, n\xc3\xa5r det er p\xc3\xa5 andre siden av fjellet hvor du aldri ferdes. Vindkraft-mafiaen bor i Oslo, og der blir det aldri noe vindm\xc3\xb8ller.'"
1624526319458426882,"b'@eksogenisk @KSteigen Kanskje humortweet, men sjekk ut Pegasus i Oslo hvis du er nysgjerrig \xf0\x9f\x90\xbb\xe2\x9a\xa1\xf0\x9f\x90\xbb'"
1624525359797481473,"b'@corneliselander @peterlutken @Folketsparti_no Jeg bor i byen, og ferdes der daglig. At Oslo blir mer og mer utd\xc3\xb8dd er bare tull.'"
1624524341403582465,b'@miko_zon oslo men'
1624523253988397061,b'@ThomasWergeland Vi s\xc3\xa5 en superpen solnedgang p\xc3\xa5 vei inn til Oslo i dag &lt;3'
1624522515170185216,"b'@peterlutken @Folketsparti_no @Absentidei Da har du sikkert bare v\xc3\xa6rt der p\xc3\xa5 en folksom sommerdag.. Oslo blir bare mer og mer utd\xc3\xb8dd, umulig \xc3\xa5 drive butikk i, og kun for de \xe2\x80\x9crikeste\xe2\x80\x9d. Privateide Butikker m\xc3\xa5 legges ned, mens alt bare blir d\xc3\xb8rgende kjedelige kjedebutikker en kan finne p\xc3\xa5 ethvert kj\xc3\xb8pesenter\xe2\x80\xa6 \xf0\x9f\x98\x9e'"
1624521623310151680,"b'@corneliselander @Folketsparti_no @Absentidei M\xc3\xa5 v\xc3\xa6re to Oslo i det landet her, da? Hver gang jeg er p\xc3\xa5 R\xc3\xa5dhusplassen er det yrende folkeliv der'"
1624521488710639617,b'@terjekili @Varden @Lisekla @oddsbk @PorsFotball @einarhandlykken Enkel l\xc3\xb8kke fotball. Ikke noe @LynFotball @Skeid1915 @klanen @skbrann @RBKfotball? #Oslo #Norge'
1624520325558853633,b'@csgoryL @Kimrs04 @Kjersti1982 P\xc3\xa5 Cheatday i Oslo! De har jo ogs\xc3\xa5 egen nettside s\xc3\xa5vidt jeg har skj\xc3\xb8nnt om du \xc3\xb8nsker oversikt over menyen \xf0\x9f\x98\x82 https://t.co/pFSAYwb6gu'
1624520105919930368,"b'@AswetiMattias @steinarbeinhar \xc3\x85 snakke om sykkel og gange n\xc3\xa5r vi diskuterer E6 mellom Oslo, Trondheim og Nordvestlandet blir bare useri\xc3\xb8st. Strekningen er ulykkesutsatt, og m\xc3\xa5 uansett utbedres. Innenfor n\xc3\xa5v\xc3\xa6rende tras\xc3\xa9 er det umulig \xc3\xa5 klare dette. Det er det bred enighet om.'"
1624518545525833729,"b'{NO Fighting Stigma} Fiskesk\xc3\xb8yte sank i indre Oslofjord \xe2\x80\x93 politiet har avsluttet arbeidet p\xc3\xa5 stedet: \xe2\x80\x93 Vi har lokalisert sk\xc3\xb8yta, og skal sjekke om det er personer inni, sa operasjonsleder i Oslo politidistrikt Sven Christian Lie til Dagsavisen kvart over\xe2\x80\xa6 https://t.co/HL0QvFPllG'"
1624517812331880453,b'Nytt leserm\xc3\xb8te i Oslo mandag 27. februar: Einar Gelius snakker om islam og kristendom.Det er ikke vanskelig \xc3\xa5 fastsl\xc3\xa5 at Kirken er p\xc3\xa5 vei ned. Tror prestene p\xc3\xa5 Kristus? Det sp\xc3\xb8rsm\xc3\xa5let m\xc3\xa5 stilles.'
1624517638909992960,b'@sjakhaaheim Ulempene tilfaller lokalsamfunnet. Inntektene tilfaller departementet i Oslo....som deretter er overrasket over motstanden?Det er rimelig element\xc3\xa6re konsepter som ikke forst\xc3\xa5s sentralt.'
1624517569766981633,b'@EU_Commission @eu_near @Sigve_telenor folk i arbeid. #Oslo #Norge'
1624516655232479232,"b'Det er s\xc3\xa5 J\xc3\x86VLIG forvirrende \xc3\xa5 h\xc3\xb8re oslofolk referere til biblioteket, fordi alle andre steder enn Oslo er Deichman en skobutikk.'"
1624516046093787137,b'Jeg tror Oslo Motehus har kj\xc3\xb8pt inn for mye kl\xc3\xa6r.'
1624514096644210688,"b'@NorwayAmbIndia @RinaSunder @sarbanandsonwal @jcvestre @shipmin_india @NorwayCGMumbai @AHuitfeldt @RaymondJohansen hva skjer n\xc3\xa5r #Oslo er #Norge rundt, og folk gj\xc3\xb8r det vi kan for \xc3\xa5 vinne.'"
1624514029006848001,"b'@assadansar_ @UtlendingT Helt enig, dessverre! Gentrifiseringen startet allerede rundt da, kanskje - men n\xc3\xa5 har jeg ikke v\xc3\xa6rt p\xc3\xa5 L\xc3\xb8kka (eller Oslo) p\xc3\xa5 noen \xc3\xa5r, s\xc3\xa5 kan se for meg at landskapet har forandret seg enda mer.'"
1624512900944564224,b'Glem Milano og Paris. \xc2\xabOslo motehus\xc2\xbb setter hovedstaden virkelig p\xc3\xa5 mote-kartet med disse stilige genserne! \xf0\x9f\x99\x8c\xf0\x9f\xa4\xa4 https://t.co/f1GpXIerGQ'
1624512273250242562,"b'@AswetiMattias @steinarbeinhar Det stemmer godt i omr\xc3\xa5der og p\xc3\xa5 strekninger der man har flere alternativ. For E6  Oslo - Trondheim er alternativet tog eller fly. Det beste ville v\xc3\xa6rt utbygging av tog, men det er det dessverre ikke politisk vilje til.'"
1624510398698323969,b'\xe2\x80\x93 Bare den siste uka har viltvakta v\xc3\xa6rt n\xc3\xb8dt til \xc3\xa5 avlive tre r\xc3\xa5dyr p\xc3\xa5 grunn av skader p\xc3\xa5f\xc3\xb8rt av hund https://t.co/EL5O6vDPJQ'
1624509085138690051,"b'Mitt store sp\xc3\xb8rsm\xc3\xa5l til dag 2 av Oslo SV sitt \xc3\xa5rsm\xc3\xb8te er om det vil v\xc3\xa6re mulig \xc3\xa5 levere endringsforslag p\xc3\xa5 ""endingsforslag til endringsforslag""?'"
1624508463203188736,b'Dette r\xc3\xa5dyret m\xc3\xa5tte avlives. N\xc3\xa5 advares hundeeiere i Oslo https://t.co/0uYiu1WexG'
1624508126991990792,"b'@kimabakken Men det rare er at jeg har 5G dekningen til de p\xc3\xa5 det venstre bildet, og i et omr\xc3\xa5de det skal/skulle v\xc3\xa6rt ypperlig dekning, mens det i realiteten er d\xc3\xa5rligere enn mobil signalet i Oslo p\xc3\xa5 tidlig 2000 tallet\xe2\x80\xa6 \xf0\x9f\x98\x85\xf0\x9f\xa4\xb7\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f'"
1624505899611045888,"b'@UtlendingT Ok. Det er p\xc3\xa5 INGEN m\xc3\xa5te at det faktisk koster 12 000kr. N\xc3\xa5 bor ikke jeg i Oslo, men i Bergen koster et m\xc3\xa5nedskort s\xc3\xa5nn 480kr. Det er helt urealistisk at det er en 2500% forskjell mellom de to st\xc3\xb8rste byene i Norge. Jeg vet ikke hvor du har h\xc3\xb8rt dette, men du M\xc3\x85 v\xc3\xa6re kildekritisk'"
1624504922552078343,"b'@GlimtiSteigen @EirikNH @MortenKilling Haha, vi f\xc3\xa5r se p\xc3\xa5 det da\xf0\x9f\x98\x85Troms\xc3\xb8 er ikke i n\xc3\xa6rheten av VIF+ Oslo gutter prioriterer VIF\xf0\x9f\x98\x89'"
1624504245323005952,b'Uf\xc3\xb8retrygdede i Oslo: https://t.co/Q0WdHshEQf'
1624503800487895041,b'{NO Fighting Stigma} \xc2\xabP\xc3\xb8rni\xc2\xbb vant morsomste humordrama: Fredag kveld g\xc3\xa5r \xc2\xabHumorprisen\xc2\xbb 2022 av stabelen p\xc3\xa5 Cosmopolite Scene p\xc3\xa5 Torshov i Oslo. Else K\xc3\xa5ss Furuseth leder showet som samler Norges morsomste til en utdeling hvor det deles ut priser i en\xe2\x80\xa6 https://t.co/GUwZM5DzDo'
1624502609439490049,"b'I dag fra Oslo Konserthus. Et samarbeid mellom Oslo By Steinerskole, Edvard Munch, Foss og KORK. Taket l\xc3\xb8ftet seg \xf0\x9f\x91\x8f\xf0\x9f\x8f\xbb\xf0\x9f\x8e\xbc\xe2\x99\xa5\xef\xb8\x8f https://t.co/PmfaKC2JTO'"
1624501343275687938,b'@independienteEU In Oslo 1.30 \xf0\x9f\xa5\xb2'
1624499741013815298,"b'@ulriken1 Utrolig trist, flotte eksempler p\xc3\xa5 Oslo-funkisen, vel? Folk elsker jo dette ellers i byen, alt de trenger er renovering.'"
1624498707667320840,b'Offisielt. Start l\xc3\xa5ner Jack Lahne fra Amiens.Og jeg kan h\xc3\xb8re applausen fra @jespermathisen for sv\xc3\xa6rt korrekt p\xc3\xa5kledning helt til Oslo. https://t.co/aXpcDi6s4s'
1624497097402712064,"b'L\xc3\xb8sningen p\xc3\xa5 dette er \xc3\xa5 skatte flyturer fra Oslo til Bergen/Trondheim/Stavanger hardere, sett av deler av ekstrainntekten til \xc3\xa5 subsidiere fly til Nord-Norge.Resten av ekstraskatten m\xc3\xa5 g\xc3\xa5 til \xc3\xa5 \xc3\xb8ke kapasiteten p\xc3\xa5 tog fra Oslo til disse byene, og kutte prisen p\xc3\xa5 tog. https://t.co/hmsJbAIHqS'"
1624497053505056768,"b'#Oslo #Ensj\xc3\xb8 Politiet fikk melding om en person med kuttskader p\xc3\xa5 legevakta. Han ble kj\xc3\xb8rt i bil dit. Uklart hva som har skjedd i forkant, men alt tyder p\xc3\xa5 at \xc3\xa5stedet er et annet sted. Forn\xc3\xa6rmede er v\xc3\xa5ken og bevisst.'"
1624494967388270592,"b""@lucasbdr24 @idreau_ Oslo c'est en Norvege"""
1624492246601965568,"b'@Zmo571 @ValerengaOslo @Joacim_Jonsson Samme tenkte jeg p\xc3\xa5, eller kanskje det var han sin m\xc3\xa5te \xc3\xa5 si nei takk for tilbudet til Troms\xc3\xb8 og at han venter p\xc3\xa5 tilbud fra en annen klubb i Oslo \xf0\x9f\x98\x89\xf0\x9f\x98\x89\xf0\x9f\xa4\xa0\xf0\x9f\xa4\xa0'"
1624491992297140227,"b'Oslo, Noruega! https://t.co/ofkhdN5H83'"
1624491631633133571,b'(+) Frode Hamre sikter h\xc3\xb8yt med sin franskmann: https://t.co/d0Jm2R6qkg'
1624491587798732800,b'Oslo I vote #YetToCome for #BestMusicVideo at the #iHeartAwards'
1624491275218038786,b'@ARSnarheim Skulle bare mangle. Vet du om det blir noen markering i Oslo i n\xc3\xa6rmeste framtid?'
1624489232457732096,b'Herlig m\xc3\xb8te med @saeterjenta @KrosbyNatalia @KamillaAslaksen @Chris_P_B_Acon @kr_samaja p\xc3\xa5 dagens feministm\xc3\xb8te i Oslo. Fremdeles starstruck over \xc3\xa5 ha m\xc3\xb8tt @bindelj og @WalsheSam p\xc3\xa5 Sentralen!'
1624487772961529856,b'@giffotball @OppsalFotball Enkel l\xc3\xb8kke fotball. Ikke noe @LynFotball @Skeid1915 @klanen @skbrann @RBKfotball? #Oslo #Norge'
1624487513212481539,"b'N\xc3\xa5r eg er i Oslo pleier eg \xc3\xa5 treffe s\xc3\xa5 mange folk eg er glad i som mogleg. Det har eg gjort no ogs\xc3\xa5, men satte av laurdagen til \xc3\xa5 ta meg sj\xc3\xb8lv med p\xc3\xa5 heildags ~kulturdate~ S\xc3\xa5 no har eg sett to nydelege utstillingar p\xc3\xa5 Nasjonalmuseet, Munch (filmen, ikkje museet) og Ellos Eatnu.'"
1624487120080408576,"b'@wakawaka_doctor Stockholm, Helsinki, Copenhagen, Oslo.'"
1624486347493761028,"b'Statsr\xc3\xa5d Espen Barth Eide lovet gj\xc3\xb8dsel-innstramming, men Senterpartiet sinker for \xc3\xa5 f\xc3\xa5 tilbake en frisk Oslofjord, mener to Oslo-H\xc3\xb8yre-topper.https://t.co/D9nbeoUeIa'"
1624485425032093698,b'Gikk forbi disse 100m fra Oslo Tinghus. Kanskje dommerne sjekker #QR? #Plakatmannen https://t.co/tzrN9LrW7T'
1624485012916559873,"b'@KristianGunder Oslo pressen har vel ikke akkurat v\xc3\xa6rt til hjelp....de hater Giske mye sterkere enn hva noen i AP gj\xc3\xb8r, og det inkluderer Tajik'"
1624484588482445315,b'@asgeirr Disse nostalgikerne kunne i alle fall begynt med \xc3\xa5 sammenligne folketallet i Stor-Oslo n\xc3\xa5 og da'
1624482933628190723,b'- Oslofjorden er i ferd med \xc3\xa5 kollapse https://t.co/Di4lrekrVg N\xc3\xa5 m\xc3\xa5 b\xc3\xb8ndene skj\xc3\xb8nne at de ikke er aleine p\xc3\xa5 jorda. Oslo fjorden t\xc3\xa5ler ikke mere.!!!\xf0\x9f\x90\xb9\xf0\x9f\xa5\xb6\xf0\x9f\xa4\xac\xf0\x9f\xa4\xac\xf0\x9f\xa4\xac\xf0\x9f\x92\xb5'
1624479842115747841,b'Giske-supporter kan bli ekskludertOslo H\xc3\xb8yre har sendt et varsel til Trygve Bauge om at han risikerer utestengelse fra partiet for sine vervekampanjer for Trond Giskes partilag.https://t.co/l58ozrndxm'
1624479757952860160,"b'""Perlemor"" 2023 Oslo himmelen har gitt meg opplevelser ophimmelwn jeg aldri kunne forestilt meg! https://t.co/WpwdN5dRqV'"
1624479277788934144,b'Drinking a Red Blais 2022 by Crossover Blendery @ Brygg Oslo \xe2\x80\x94 https://t.co/NwOxRuR1lk'
1624478509006553088,b'God mat p\xc3\xa5 Cheatday i Oslo! Takk til kj\xc3\xa6resten som spanderte \xe2\x9d\xa4\xef\xb8\x8f https://t.co/R7eVTcsjDH'
1624478444464619523,b'Drinking a Summer Song 2022 by Crossover Blendery @ Brygg Oslo \xe2\x80\x94 https://t.co/S1ypCw33Hx'
1624477103793049600,b'@BilboRocky Bilbo + Oslo = \xf0\x9f\xa4\x9d'
1624474017112510464,b'Drinking an Obsidian 2022 by Crossover Blendery @ Brygg Oslo \xe2\x80\x94 https://t.co/fzlvg76D1E'
1624473309537619971,b'Drinking a Shivers 2022 by Crossover Blendery @ Brygg Oslo \xe2\x80\x94 https://t.co/WHcLh7zp4r'
1624472629984866313,"b'AP i Oslo og Bergen er for, men hva mener de i de andre storbyene? https://t.co/hNepCoFwuu'"
1624471244388155398,b'Oslo H\xc3\xb8yre har sendt et varsel til Trygve Bauge om at han risikerer utestengelse fra partiet for sine vervekampanjer for Trond Giskes partilag.https://t.co/JOJQ7v0ATa'
1624470791294185472,b'@kjetilba Kommentariatet i Oslo er mer redd for Giske enn hva ledelsen i AP er'
1624469973602115589,b'Jeg er i Oslo n\xc3\xa5!!! er det noen woke baddies som vil ta en m\xc3\xb8rkbrent americano med meg i morgen? \xf0\x9f\x98\x98\xf0\x9f\x98\x98\xf0\x9f\x98\x98\xf0\x9f\x98\x98\xf0\x9f\x98\x98'
1624469034921074688,b'Bare en aller siste. Denne oppfordringen i gruppen ble illustrert av et bilde av en kvinnelig bystyrepolitiker i Oslo som holdt (den relativt lille) babyen sin. Dere kan forestille dere kommentarfeltet. Dette fremstilles fortsatt som noe det er usikkert om skjedde eller ikke https://t.co/7XFCD20Bx9'
1624467571733929987,b'@UtlendingT Drit i \xc3\xa5 reis til Oslo da.'
1624467432667549698,b'@boombadila Ja. Er til og med en egen meny p\xc3\xa5 Grytelokket i storgata i Oslo.'
1624466535157735429,b'Magnus Bech Riisn\xc3\xa6s (18) f\xc3\xb8ler seg ferdig med 2. divisjon. (+) #VIFiMarbella https://t.co/RIiEczfCIq'
1624465032628019201,"b'@IngjerdL Interessant at det er slik, for i Noreg har EU-skepsis og Oslo-skepsis g\xc3\xa5tt hand i hand.'"
1624461804129644544,b'Drinking a Mackerel Skies 2022 (blend 1) by Crossover Blendery @ Brygg Oslo \xe2\x80\x94 https://t.co/cDidRfTNjE'
1624461223050854405,b'Drinking a Mount Ida 2022 by Crossover Blendery @ Brygg Oslo \xe2\x80\x94 https://t.co/Alyc1F0bI7'
1624460810599669761,b'Drinking a Damascene by Crossover Blendery @ Brygg Oslo \xe2\x80\x94 https://t.co/0A3iVkMIsj'
1624458634821337089,"b'@kiheger Kanskje den kunne g\xc3\xa5 i Oslo tingrett. Det er lov \xc3\xa5 dr\xc3\xb8mme, si.'"
1624458455259004930,b'Ukrainas kamp for frihet \xe2\x80\x93 Kunstutstilling  https://t.co/zLHDqjikIt'
1624457918035656707,"b'@brigasdiarias \xf0\x9f\x93\x8dOslo, Norway'"
1624457196678311939,b'@KilstiHals Det stedet var et helvete da trafikken gjennom Oslo gikk over R\xc3\xa5dhusplassen. Og det var ganske stusselig da bussene kj\xc3\xb8rte der for en kortere periode.'
1624457113278812164,b'@skaufant Samme distanse som Oslo-Milano'
1624455929360969730,b'Fra torg til torg i Oslo\xc2\xa0sentrum https://t.co/8m3gS8mzfE'
1624454724161310720,b'Hammerfest-Oslo T/R kr. 12000...https://t.co/ArpVyRaFJo'
1624454614496997377,"b'@Iamola3 Sjekket en gang mulighetene for tog og buss Oslo-Kirkenes. Tar syv dager, en dag til Bod\xc3\xb8 og seks dager resten av veien. Raskere enn sykling, da. Jeg brukte over en m\xc3\xa5ned.'"
1624454123838898179,b'@wakawaka_doctor Amsterdam HelsinkiCopenhagenOslo'
1624452880940818434,b'Oslo eksisterte faktisk ikke f\xc3\xb8r jeg flyttet dit i 2020 https://t.co/D8JvLTux6U'
1624451877277499392,"b'\xc3\x85pne for gjennomkj\xc3\xb8ring fra R\xc3\xa5dhusgata til Munkedamsveien faktisk. Bilen over r\xc3\xa5dhusplassen igjen, det trenger Oslo! https://t.co/oTD8B703GV https://t.co/7Q81yORW86'"
1624450229943644160,b'Det er mye nytt som skal bygges i dette Grorudlaget.+ https://t.co/iIfgCYCQXE @GrorudFotball'
1624449978172071936,"b'N\xc3\xa5 var i hvert fall sjanseskapingen tilbake, KFUM.+ https://t.co/84py3MRpbf @kfumfotball'"
1624448058707652608,"b'Jeg vil stemme for en gr\xc3\xb8nn, sosial, og \xc3\xa5pen by, og utallelse 6, mot dissensene, og mot de un\xc3\xb8dvendige endringsforslagene.Oslo m\xc3\xa5 ha plass til de som trenger6/6'"
1624448042802839555,"b'Jeg er delegat p\xc3\xa5 Oslo sosialistisk Venstrepartis \xc3\xa5rsm\xc3\xb8te. Koser meg tross kaos. Hadde et innlegg mot un\xc3\xb8dvendige ekstra restriksjoner p\xc3\xa5 h\xc3\xb8yhus, mot NIMBYisme:Jeg er student, og har hatt en god, trygg og stolt oppvekst blant annet i h\xc3\xb8ye blokker i og rundt Oslo. Desverre (1/6)'"
1624446257434427392,b'Ganske fint p\xc3\xa5 Lilleborg (Oslo) i kveld.\xf0\x9f\xa5\xb0 https://t.co/p7xA0hZRSM'
1624445633649057793,"b'@hkvinnesland @helene_her N\xc3\xa5 kan ikke jeg prate for andre partier, men i Oslo Venstre opplever jeg at vi stadig f\xc3\xa5r flere ungdom i partiet som engasjerer seg og deltar p\xc3\xa5 \xc3\xa5rsm\xc3\xb8ter og landsm\xc3\xb8ter.Er man bekymret for egne ungdom b\xc3\xb8r man kontakte ungdomspartiets ledelse for \xc3\xa5 h\xc3\xb8re hvordan de ivaretas.'"
1624444800731648001,b'@aksjerogfond Tydeligvis gode tider \xc3\xa5 selge mindre leiligheter i Oslo n\xc3\xa5 for tiden. Fra Finansavisen i g\xc3\xa5r: https://t.co/pDbZXigJiK'
1624444334853525504,b'@Absentidei Vi kontaktes av mange velgere som opplever at dette ikke er bedre. I Oslo fortelles det om at deler av byen blir st\xc3\xa5ende ubrukt store deler av d\xc3\xb8gnet.'
1624444248501125123,"b'Flyprisen fra Finnmark til Oslo eller Bergen er lik Oslo-Bangkok, flyr du via kortbanenettet med Wider\xc3\xb8e n\xc3\xa6rmer det seg Oslo-Australia. Er det bevisst avfolkning?'"
1624443022287990786,b'Drinking a Cloud 9 by Salikatt Bryggeri @ Brewgata Oslo \xe2\x80\x94 https://t.co/t1Jh4zXll4'
1624442749897396230,"b'@Absentidei Jeg har personlig bare bodd i Oslo i 25 \xc3\xa5r, men kan aldri huske \xc3\xa5 ha sett sentrum fyllt opp av biler. Vi tror p\xc3\xa5 et Oslo for alle, b\xc3\xa5de de som tar kollektiv og de som foretrekker bil. S\xc3\xa5 det skal nok g\xc3\xa5 bra.'"
1624440169486073856,"b'@AnonymAnonymes1 @helene_her Jeg ser den, men det er faktisk partiet som har ansvaret for at m\xc3\xb8tene er trygge for alle medlemmer!I helga har vi \xc3\xa5rsm\xc3\xb8te i Oslo Venstre, og mange av de beste innleggene har kommet fra ungdom i partiet. De har rett til \xc3\xa5 bli h\xc3\xb8rt og b\xc3\xb8r bli h\xc3\xb8rt og de skal v\xc3\xa6re trygge hos oss!'"
1624440151316348929,"b'\xc3\x85 stupe inn i offerrollen med hodet f\xc3\xb8rst n\xc3\xa5r man B\xc3\x85DE har brukt hetsgrupper aktivt selv, og ansatt kanskje den som har gjort mest for \xc3\xa5 gj\xc3\xb8re det utrygt og ubehagelig \xc3\xa5 v\xc3\xa6re folkevalgt i Oslo (ikke bare for MDG men for alle parti som truer ""bilen"") er hylfrekt. Det st\xc3\xa5r jeg for.'"
1624438471719780356,b'@mwmichelsen @OsloUltras Det trengs. Men anbefaler \xc3\xa5 komme seg tilbake til Oslo s\xc3\xa5 fort som mulig!'
1624437912254267394,"b'F\xc3\xa6lt sikkert for noen at det er dyrt \xc3\xa5 reise med fly til Oslo, men for meg har det null betydning har ikke v\xc3\xa6rt i Oslo i dette tusen\xc3\xa5ret. https://t.co/jy7LpOn0yO'"
1624436724389609473,b'@VisitOSLO Oslo er vakkert om vinteren. En romantisk by virkelig!'
1624435136367411201,b'@EinSamfunnsplan @Oslopartiet Har dei noko til grunn til det? Er det eitt parti som har f\xc3\xa5tt uttelling for juniorpartnerskap i eit bystyre er det jo MdG i Oslo.'
1624432769819344896,b'Det blir stadig flere skjenkesteder i Oslo. Hvor stor har den prosentmessige \xc3\xb8kningen v\xc3\xa6rt siden 2014?'
